2.ふたりの老女の会話

録音年月　1964年6月
録音場所　話し手1の自宅

（5） 「無題」

話し手
（略号）　（性別）　（年令）　（職業）　（居住歴）
　１　　　　女　　　　60台　　　無職　　　はえぬき
　３　　　　女　　　　50台　　　無職　　　はえぬき

解説：ふたりの老女がとりとめもなく、それぞれが、自分の身辺や
過去・現在の心境について語っている。

1105304|３|soo dosu na|そう　です　ね。
1105305|１|sooju （３ jaqpari hNN hNN） tokini huqto nee zibuNa nee （３ hNN） jaqpari sono zibuNa no kaNaede monoo kimerukara sojuni narunode （３ hee） jaqpari kono kooju kotowa moo dooju huni kawaqte kitemo jaqpari sora sonotokisonotokino ne （３ hNN） jaqpari kono narijukito juuNdesuka （３ hNNhNN） soreni nee koo makasuto juu kimocia ne mo daNdaN daNdaN kono ko sizeNa osjete kureharu jooni （３ hNN） naqte kite ne （３ hNN） imamade watasia koNnani zibuNa iqsjokeNmeni naqtekarani jakusoku maciawaNto sitetemo koe naNde koNnani koo korokoro macioote kurujaroto omou koto arimasitakedo nee|そういう　（３　やっぱり）　ときに　ふっと　ね、自分が　ね　やっぱり　その　自分が、の　考えで　ものを　決めるから　そういうふうになるので　やっぱり　この　こういう　ことは　もう　どういう　ふうに　変って　きても　やっぱり　それは　そのときそのときの　ね　やっぱり　この　なりゆきと　いうんですか　それに　ね　こう　まかすと　いう　気持が　ね　もう　だんだん　だんだん　この　こう　自然が　教えて　くれる　ように　なって　きて　ね、今まで　わたしが　こんなに　自分が　一生けんめいに　なって　約束を　間違えないように　してても、これ　なぜ　こんなに　こう　ころころ　間違って　くるんだろうと　思う　ことが　ありましたけど　ねえ。
1105315|３|soo dosu hee kedomo maa nee ano jakusoku jaqpari sono tokini naranaNdara ano （１ wakarimaheN naa） wakarasimaeN sojakedomo （１ hNN） ano jaqpari koo jakusoku sitari site anoo koo aato omooteru kotoa umai koto iqtara anoo iku cjuu kotoa iqcii anoo （１ hNN） ma eenoNto ciaimaqsjaroka naa （１ hNNhNN）|そう　です、はい。けれども　まあ　ね　あの　約束は　やっぱり　その　ときに　ならないと　あの　（１　わかりません　ね）　わかりません。ですけど　あの　やっぱり　こう　約束　したり　して　あの　こう　ああと　思っている　ことが　うまく　いったら　あの　いく　という　ことが　いちばん　あの　ま　いいんでは　ないでしょうか　ね。
1105405|１|de atasi iqpeN nee （３ hNN） moo aqsjaemo ikitai naato omounojakedo （３ heehee） sorea nakanaka （３ hNN） sono ikeNnode na…|で　あたし　いっぺん　ね　もう　芦屋へも　行きたい　なあと　思うんだけど　それが　なかなか　その　行けないのでね…
1105407|３|soo dosu naa|そう　です　ね。
1105408|１|soide cjoodo ne （３ heehee） atasi maa kono mijatakesaNno kotoa cjaaNto naqtara （３ hNN） iqpeN nee （３ hee） maa soreo （３ sorede） kanete nee （３ hNN） te ma iqpeN （３ iqpeN） iqtekokasiraaNto omotari site ne|それで　ちょうど　ね、あたし　まあ　この　宮武さんの　ことが　ちゃあんと　なったら　いっぺん　ね、まあ　それを　（３　それで）　兼ねて　ね、いっぺん　（３　いっぺん）　行ってこようかしらんと　思ったり　して　ね。
1105412|３|iqpeN mata nee oikjasu tokini…|いっぺん　また　ねえ　いらっしゃる　ときに…
1105413|１|haa （３ hee） soide soojuu huuna ne （３ hee） kotoo koo iroiroto koo jumeo moqte （３ hee） ma tanosii kurasiteru cjuuto ne （３ heehee） naNka koo zibuNde maa koraa jaqpari N to karada zjoobuni sitokaNte juto （３ hNN） saa cjuu tokini nee （３ soo dosue） suuni sore （３ heehee） rjokooa dekesimaseNdesjoo|はあ、それで　そういう　ふうな　ね　ことを　こう　いろいろと　こう　夢を　もって　ま　楽しく　暮らしている　と　ね　なにか　こう　自分で　まあ　これは　やっぱり　体を　丈夫に　しておかない　と　いざ　という　ときに　ね　（３　そう　ですよ）　すぐに　それ、旅行が　できませんでしょう。
1105502|３|jaqpari karadaa daiicibaN nee （１ moo seqkaku… ee soo desu naa） taqsjani nakaqtara （１ hNN） naNbo ikitaito omotakate ikesimaseNsi naa （１ hNN） surujoqteni maa anoo aqsjano hoomo anoo mata oikjasu toki aqtara nee （１ haa） mata iqsjoni otomo simasusi （１ hNN） ano atasimo naai koto nee mina omeni kakarasimaseNsi simasujoqteni nee…|やっぱり　体が　第一番　ね、（１　もう　せっかく…　ええ　そう　です　ね）　達者で　なかったら　いくら　行きたいと　思っても　行かれませんし　ね　したりするので　まあ　あの　芦屋の　方も　あの　また　いらっしゃる　ときが　あったら　ね、また　一緒に　お伴　しますし…　あの　あたしも　ながい　こと　ね　皆　お目に　かかりませんでしたり　するので　ね…　
1105508|１|asukonimo naN desuka takusaN ano outaino otomodacia ijahaNno dosuka|あそこにも　何　ですか　たくさん　あの　お謡いの　お友達が　いらっしゃるん　ですか。　　
1105510|３|haa ano ucino ototoa nee（１ hNN） aqsjano hooi ano teNkiN sitekara nee （１ hNN） ano aqsjano hooe teNkiNte anoo oosakai ano teNkiN site hoite aqsjano hooi ano ie mocimasitajoqte Nde sono tokaikara anoo cjoodo okeekobao aqsjani nee kaa anoo ucu anoo keekobaa arimasitaNde sode sokoe keekoni nee josete morotetaNde hoNdeni maekara osiriaiwa osiriai jaqtaNdesukedo nisaNno kataa nee siNsecuni site kudasaimasitaNde ne （１ hNN） soideni maa anoo aqsjanimo tomodacia taNto ijaharimasuN （１ hNNhNN） NN hNde ma ucino ototomo imasitakeN koNdo maa tookjono hoi nee ano eeteN sasite itadakimasitajoqteni （１ hNN） Ndeni sojakedo mada si anoo siqta siq ma tooeNni naru hitomo imasusi ne （１ hNN） Nde ma iqpeN mata oikjasu toki aqtara iqsjoni curete morote asubini ikitaito omotemasu （１ hNNhNN）|はあ　あの　うちの　弟が　ね、芦屋の　方に　あの　転勤　してから　ね、あの　芦屋の　方へ　転勤って、あの　大阪に　あの　転勤して　そして　芦屋の　方に　あの　家を　持ちましたので、それで　その　時から　あの　ちょうど　おけいこ場を　芦屋に　ね、あの　あの　けいこ場が　ありましたんです。それで　そこへ　けいこに　ね、寄せて　もらっていたので　それで　前から　お知り合いは　お知り合い　だったんですけど、二三の　かたが　ね　親切に　して　くださいましたので　ね、それで　まあ　あの　芦屋にも　友達が　たくさん　いらっしゃいますの。それで　ま　うちの　弟も　いました〔けど〕　今度　まあ　東京の　方に　ね、あの　栄転　させて　いただきましたので　それで　ですけど　まだ　あの　知った　ま　遠縁に　あたる　人も　いますし　ね、それで　ま　いっぺん　また　いらっしゃる　ときが　あったら　一緒に　つれていって　もらって　遊びに　行きたいと　思っています。　
1105608|１|mada tajori arasimaseNdosuka|まだ　たよりは　ありませんですか。
1105609|３|ee mada nee anoo （３ hNN） nizjuuicinicika ninicino hii desitajoqte  mada nee （１ hNN） anoo tajoriwa naite isoasi siteharuto omoimasujoqteni （１ hNN） sono ucini mata nee tajoria kurujaroto omotemasu soide koikoite juute juute kureharuNN nakanaka ikesimaseNsi nee|ええ　まだ　ね、あの　二十一日か　二日の　日　でしたので　まだ　ね、あの　たよりは　なくて　忙しく　していると　思いますので　その　うちに　また　ね　たよりが　くるだろうと　思っています。それで　来い来いと　いって　いって　くださる〔けど〕　なかなか　行けませんし　ねえ。
1105702|１|aN… gaikokuidemo iku hitoa takusaN arunoni （３ hoNmani） hore cikakunidemo nakanaka sono （３ nakanaka nee） ikeN hitomo arusi nee|外国にでも　行く　人が　たくさん　あるのに　（３　ほんとに）　それ　近くにでも　なかなか　その　（３　なかなか　ねえ）　行けない　人も　あるし　ねえ。　 
1105704|３|otaNne dekesimaseNsi hee|おたずね　できませんし　はい。
1105705|１|atasi korea hoNtoni kono nee ziNseeja naato omouNdesukedo na soremo muri site ikuto juu kotomo ikaNsi…|あたし　これが　ほんとに　この　ねえ　人生だ　なあと　思うんですけど　ね　それも　無理　して　行くと　いう　ことも　いけないし…
1105707|３|sora ikimah…|それは　いけま…
1105708|１|jaqpari naNdemo koo sizeNto juu monoo ne （３ hNN） jaqpari koo sizukani koo macuto juu kotono hooa atasimo ano… nanimo kamoa koo subetea koo  （３ sora jorosiwa na） cuoono nee （３ ee） totonoote ikunoka （３ jorosi osu） siraNto ma （３ hNN） daNdaN konoorojato （３ hNN） jokee soojuu huuni koo kaNaesaseraremasu naa|やっぱり　なんでも　こう　自然と　いう　ものを　ね　やっぱり　こう　静かに　こう　待つと　いう　ことの　方が　あたしも　あの　なにも　かもが　こう　すべてが　こう　（３　そりゃ　いいですよ　ね）　都合の　ね　ととのって　行くのか　（３　よう　ございます）　しらんと　ま　だんだん　このごろだと　余計　そういう　ふうに　こう　考えさせられます　ねえ。
1105714|３|soo dosu naa de maa nee sekaNto （１ hNN） anoo ikeru tokia kita tokini （１ hNN） ikunoa nee （１ hNN） iqci eeto atasira omoimasuwa （１ hNN） hee tookjoo iqtemo nee hNN…|そう　です　ねえ。で　まあ　ねえ　あわてずに　あの　行ける　ときが　来た　ときに　行くのが　ね　いちばん　いいと　わたしらは　思いますが　はい。東京へ　行っても　ねえ…
1105802|３|maa murisite nee iqte mata keademo aqtemo ikimaheN （１ soo hNN） N maa mata nee sizeNa anoo doositemo ikaN naraN tokia dekitara （１ hN） anoo ikeru kototo omoimasujoqteni （１ hNN） nee soede ma… （１ ma soojuu tookjoojukino jumea…） juqkuri… iroiro ee kotobaqkari kaNaetetara （１ haa） simaini sorea ziqkoo dekeru joni naruto omoimasuwa （１ hNN） hee …keqkona koto deqse|まあ　無理して　ね　行って　また　怪我でも　あっても　いけません。（１　そう）　ん　まあ　また　ねえ　自然が　あの　どうしても　行かなければ　ならない　ときが　できたら　あの　行ける　ことと　思いますので　ねえ　それで　ま…　（１　ま　そういう　東京行きの　夢が…）　ゆっくり…　いろいろ　いい　ことばかり　考えていたら　しまいに　それが　実行　できる　ように　なると　思いますよ。結構な　こと　ですよ。
1105809|１|jaqpa ko kiboowa moqtokaN naraNkedo nee （３ heehee） soreo kanarazu kooto omootjuto jaqpari sorea moo （３ hee） korini naqte kurusi nee|やっぱり　こう　希望は　持っておかなければ　いけないけど　ねえ、それを　かならず　こうと　思うというと　やっぱり　それが　もう　こりに　なって　くるし　ねえ。
1105812|３|soo dosu na hode isoidara jaqpari （１ isoidara ikaNs… ee） ikimaseN naa keqkona koto desukeredo nee sono naN naN cjutemo jaqpari karadaa zjoobuna cjuu kotoa iqci ano ariatai keqkona kotojato omoimasujoqteni nee （１ hNNhNNhNN） NN atasimo maa anoo otoikjuuni irete itadaitekara nee hoNtoni anoo moo kokoroa suqto simasita hNdee aNmari kaNaesimaheNjoqteni NN ariatai ariatai tomote ma juu juwareru kotoa hitocuzucu nee （１ hNN） wakaru joni （１ hNN） daNdaN naqte kitasi ano minasaNni nee ano osete morotewa a soo kai naato omou joni naqte keqkojato omotemasu hNN|そう　です　ね。それで　急いだら　やっぱり　（１　いそいだら　いけません…　ええ）　いけません　ねえ。結構な　こと　ですけれど　ねえ　その　何、何　といっても　やっぱり　体が　丈夫だと　いう　ことが　いちばん　あの　ありがたい　結構な　ことだと　思いますので　ねえ。んん　あたしも　まあ　あの　〔？〕に　入れて　いただいてから　ねえ　ほんとに　あの　もう　心が　すっと　しました。んで　あんまり　考えませんので　ありがたい　ありがたい　と思って　ま　いわれる　ことが　ひとつずつ　ね　わかる　ように　だんだん　なって　きたし、あの　皆さんに　ね、あの　教えて　もらっては　あ　そう　か　なあと　思う　ように　なって　結構だと　思っています。
　
