（２）土佐のオナゴのよもやま放談

録音日時　１９６７年１月８日
録音場所　農家（高知市朝倉米田）

話し手
（略号）　（氏名）　（性別）　（生年）　（職業）　（居住歴）
　Ｋ　　　川添繁尾　　女　　明治２７年生　製米業　高知市朝倉でうまれ、２３才から                                                  １０年ぐらい神戸居住、以後朝倉　Ｓ　　　栄枝千代　　女　　大正元年生　　農業　　高知市朝倉でうまれ、１９才から                                                  ６年間香川県居住、以後朝倉
　Ｘ　　　不明

解説：　七十台と五十台との婦人が、服装・食物・家のあかり、神祭その他について、思い出を興味深く語る。マッコト・タマルカなど強調的な語いが随所にあふれ、きかぬ気の土佐人気質を反映している。
［注］この会話にはoverlapがしばしばあらわれる。意気投合した者同志が話をしていて、話が調子に乗って来るとこうした現象をおこすのは、むしろ自然の行き方かも知れない。

0503216|Ｋ|aterane: zju:sitiba:no toki osikoku-heNroni ita~gane: ano horja oheNdo heNdo heNdo keNdo utino o~di:jaNgano: ona~gono kowa ano: tiqto osikoku-heNro~demo itekara uruse:［32］ meni a:itjokanja: josoe jomeni itati ikaNki:~dja ju:tekara atera sono toki osikoku-heNroni ita~gane: sono tokinja omaN wara~djo haite itazejo wra~djo do~dai kiribusakara ka~gato: tumetekara ti~ga detene: maqkoto taka: ju:tati nanimokamo~ga keNdo mjo:ni mukasino hito ti~go:te imano hitowa mjo:ni hakuzjo:nato omoja･ seN|わたしなどはねえ　十七ぐらいの　とき　御四国遍路に　行ったがねえ。あの　ほら　お遍路　遍路。遍路。けれど　うちの　おぢいさんがねえ　女の　子は　あのう　ちっと　御四国遍路でも　行ってから　苦しい　目に　会わしておかなければ、よそへ　嫁に　行っても　だめだからなどと　言ってから、わたしなど　その　とき　御四国遍路に　行ったがねえ。その　ときには　あなた　わらぢを　はいて　行ったよ、わらぢを。ほんとに　かかとから　かかとを　つめてから、血が　出てねえ。まことに　実際　言っても〔何と言ったってほんとに〕　何もかも。けれど　なんだか　昔の　人と　違って、今の　人は　変に　薄情だと　思いは　しない。|［32］普通はurusaiが現われるべきところ。
0503312|Ｓ|hakuzjo:naro:kano:|薄情だろうかねえ。
0503313|Ｋ|ata: moqto mukasino hito~ga zjo:~ga aqta sorja kiNjo~ga nani~goto~dja: ju:tati suNguni hasiriko:~de kitekara omaN jo: sewa sijoqtakeNdo imano hita omaN sa:raN kamini batja nasini heqheqto ju･jo:na kaqkositekara omaN he~go:na kotonja meqso jobini kite kureN|わたしは　もっと　昔の　人が　情が　あった、そら　近所が　何事だと　言っても　すぐに　走りこんで　来てから、あなた　よく　世話を　していたけれど、今の　人は　あなた　さわらぬ　神に　罰は　無しに　へっへっと　いうような　格好をしてから、あなた　よくない　ことには　あまり　呼びに　来て　くれん。
0503403|Ｓ|kiNzjono hito~demo dare~ga kitju:jaramo siraNzejo|近所の　人でも　誰が　来ているやらも　知らんよ。
0503405|Ｋ|sorekara horja kono jone~da~dja:ti so:~djaika josokarano hito~ga N:to hairikoNde kitekarane:|それから　ほら　この　米田でも　そうぢゃないか、よそからの　人が　うんと　はいりこんで　来てからねえ。
0503408|Ｓ|wakaraN wakaraN|わからん、わからん。
0503409|Ｋ|se:kara kiNzjono tukiai~demo aNmari seNjoni naqtamono hora: hoNdjakeNdo atera deNkika~dja naNdja ju:keNdone: deNki~gotatuo irete nerunja nejoukeNdo aqpari mukasino aNka~ga e: noboseru ata:|それから　近所の　つき合いでも　あんまり　しないように　なったもの　ほら。そうだけれど　わたしなど　電気化だ　何だと　言うけれどねえ、電気ごたつを　入れて　寝るには　寝ているけれど、やっぱり　昔の　あんかが　よい。のぼせる　わたしは。
0503414|Ｓ|kono~goro horekara mukasino hitowa maqto ko: omairi~dja: ju:jo:na kotomo siNziNto ju: koto sijoqtakeNdo|この頃　それから　昔の　人は　もっと　こう　お参りなんて　言うような　ことも　信心と　いう　こと　していたけれど。
0503501|Ｋ|so:jo so:jo so:jo|そうよ、そうよ、そうよ。
0503502|Ｓ|aNmari imano hitowa mite mi:ja maqkoto omaN kamisamawa･ dokoni arujara|あんまり　今の　人は　見て　みな。全く　あなた　神様は　どこに　あるやら。
0503504|Ｋ|hitotumo so:~dimo seNjoni naqtaki tika~gora:|すこしも　掃除も　しないように　なったから、近頃は。
0503505|Ｓ|so:~dimo seNdokoroka teo awasete ｛o~gamu｝ kota nairo:to omou~ga|掃除も　しないどころか、手を　合わせて　〔拝む〕〔明瞭でない〕　ことは　無いだろうと　思うが。
0503507|Ｋ|naNzoto ju:tara he kamisama~ga sorjo:~do erakaqtara nihoNwa kamino kuni･…kaqtjora kaqtjora~dja ju:tekara hoNna i~dikusono wari: kotobaqkari ju:tene: naNbo kamisaNdjati omaN sonoini omoujo:ni ikukajo keNdo mukasimo horja onabare~dja ju:tekara makoto oti~gosaNga dete ikujara se:kara omaNkuno horja ko~domoramo urajasuno majo mo:ta~djaika kire:ni urajasuno majo mo:tarisitekara imama~de hora zuqto kamisaNno onabare ju:tati buraku burakue ikijoqtake~do ima gaqko:~djane: mo:|何だと　言ったら、へ　神様が　それほど　えらかったら、日本は　神の　国…勝っていた　勝っていたとか　言ってから、そんな　意地の　悪い　ことばっかり　言ってねえ。いくら　神様だって　あなた　そのように　思うように　いくものかね。けれど　昔も　ほら　御神幸だと　言ってから　ほんとに　御稚児さんが　出て　行くやら。それから　あなたのうちの　ほら　こどもらも　浦安の　舞を　舞ったぢゃないか。きれいに　浦安の　舞を　舞ったりしてから。今まで　ほら　ずっと　神様の　御神幸と　言っても　部落　部落へ　行っていたけど　今　学校だねえ　もう。
0503602|Ｓ|gaqko: gaqko: mo: ima gaqko:ni naqtju: otabisjomo nai|学校、学校。もう　今　学校に　なっている。御旅行〔神輿安置所〕も　無い。
0503604|Ｋ|otabisjomo naijoni naqtane:|御旅所も　無いように　なったねえ。
0503605|Ｓ|nai nai ie~ga taqte simo:te mukasino otabisjomo|無い、無い。家が　建って　しまって、昔の　御旅所も。
0503607|Ｋ|se:kara ano miNna:~ga horja mjo:na sumotorino mjo:na mono kite se:kara ma~da omaNra ateto tosi~ga ti~gauki siraNkeNdo mukasino onabare ju:tara mo: si:one: si:no mi i: si:no mio karakara karakara karakara karakara ju:tekara iqtekarane: soreo uru se:kara surume mise~ga uriju:~ga~ga so:rja kita sorja kita sorja kita miNna kita tena~ga~ga maikuru tena~ga~ga maikuru ko:ta ko:tato ju:moNde tena~ga~ga maikuru ju:tara surumeo jaitara omaN tjaratjaraqto maikururo:~gajo hoNdeno: ziNzino onabare: ikuro: itara miNna: sono si:no mio gaza gaza gaza ju: se:kara kaNsjo kaNsjo horja kaNsjono o:kena~gao urijou|それから　あの　みんなが　ほら　変な　すもう取りの　変な　ものを　着て、それから　まだ　あなたなど　わたしと　年が　違うから　知らないけれど　昔の　御神幸と　言ったら、もう　椎〔しい〕をねえ　椎の　実　いー　椎の　実を　カラカラ　カラカラ　カラカラ　カラカラと　いってから〔音を立てて〕　炒〔い〕ってからねえ　それを　売る　それから　するめ　店が　売っているのが。そうら　来た。そら　来た。そら　来た。みんな　来た。長い手が　まがる〔適訳無し〕。　長い手が　まがり廻る。買った、買ったと　いうあんばいで、長い手が　巻きこむと　言ったら、するめを　焼いたら、あなた　チャラチャラと　巻きこむだろう。それでねえ　神祭の　御神幸へ　行くだろう、行ったら　みな　その　椎の　実を　ガサ　ガサ　ガサ　音たてる。それから　甘蔗〔しょ〕　甘蔗。ほら。かんしょの　大きなのを　売っている。
0503705|Ｓ|taite areo suwabuqta~ga na~gai~gao katai~de mo~doqte|ずいぶん　あれを　しゃぶったが、長いのを　かついで　もどって。
0503707|Ｋ|soNna koto~djaqtakeNdo ima~goro omaN kaNsjo sitari omaN surume~dja ju:tatine: omaN tjaNto kikai~de nosite simo:te tjaNto sitja:uro: ano zibuNnja omaN surumjo hitotu kau ju:tati ma: niseNka saNseNdjaqtakeNdone: horja do~dai ni~gijakana moNjo|そんな　ことだったけれど、今頃　あなた　甘蔗を　したり、あなた　するめなんて　言ってもねえ、あなた　ちゃんと　機械で　のして　しまって　ちゃんと　してあるだろう。あの　時分には　あなた　するめを　一つ　買うと　言っても、まあ　二銭か　三銭だったけれどねえ。ほら　まったく　にぎやかな　ものよ。
0503713|Ｓ|so:jo omaturini juku ju:tara goseN moro:tara o:morai|そうよ　お祭りに　行くと　言ったら、五銭　もらったら　大もらい。
0503715|Ｋ|zjo:to: zjo:to: zjo:to: sorja tiqto moraisu~giruba:~djaqta soreba: soreba:no kotojaqtakeN~do kjo:biwa mo: soNna koto ju:tati ikaNzejo horja onabare~dja naNdja ju:tati|上等、上等、上等。それは　すこし　もらいすぎるくらいだった。それくらい　それくらいの　ことだったけれど、こんにちは　もう　そんな　ことを　言っても　いけないよ。ほら　御神幸だ　何だと　言っても。
0503803|Ｓ|so:jo|そうよ。
0503804|Ｋ|keN~do ma: ota~gaini kore na~gaikisijoqtara tukino sekai ikuto ju:jo:na zibuNni naqte kitakinino: hoN~de mutukasi: ma:|けれど　まあ　おたがいに　これ　長生きしていたら、月の　世界へ　行くと　いうような　時分に　なって　来たからねえ。それで　むずかしい　まあ。
0503807|Ｓ|saNseNja goseNba: moro:tati ko~doma ima jorokobja seNzejo|三銭や　五銭くらい　もらっても、子供は　今　喜びは　しないよ。
0503809|Ｋ|maqkoto ima oseibo~djatino: hjakueNba: jaqtati jorokobaNzejo|ほんとに　今　御歳暮だってねえ、百円ぐらい　出したって　喜ばないよ。
0503811|Ｓ|jorokobumoNka seNeN jaranja: ko~doma jorokobja seNzejo naNtja: kaeNkini|喜ぶものか。千円　やらなきゃ、子供は　喜びは　しないよ。何も　買えぬから。
0503813|Ｋ|ma: tonikaku nanja:ro~djano: ano: nani~ga sinuku: seikatu~ga siniku: naqtane･|まあ　とにかく　なにやろだねえ、あの　何が　しにくく、生活が　しにくく　なったねえ。
0503815|Ｓ|siniku: naqta|しにくく　なった。
0503816|Ｋ|mo:kerunja mo:kerukeNdo horja hu:tai~ga irukini i: maqkoto keNdo korja koko zju:neNmo sitara do: naruro:ne: ke~do koremo tanosimizejo［33］|もうけるには　もうけるけれど、ほら　費用が　いるから、いー　実際　けれど　こりゃ　ここ　二十年も　したら、どう　なるだろうねえ。けれど　これも　楽しみだよ。|［33］zがdに近くきこえる。
0503904|Ｓ|ma: na~gaikjo senja: ikaNga|まあ　長生きを　しなければ　いけないが。
0503905|Ｋ|na~gaikjo senja: 〔ikaN~ga〕 atera mo: ija taqta na~gaikimo taqta taqta mo:|長生きを　しなければ　〔いけないが〕、　わたしなど　もう　いや。あきた。長生きも　あきた、あきた。もう。 　　
